"vaccine","country_code","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"HepB","COL",0,0,0,0,0,0,0,0,0,0,0.71,0.95,0.85,0.75,0.77,0.78,0.8,0.78,0.92,0.89,0.93,0.93,0.94,0.92,0.92,0.88,0.85,0.92,0.91,0.9,0.91,0.91,0.92,0.92,0.92,0.88,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.77,0.68,0.69,0.75,0.81,0.83,0.74,0.83,0.89,0.88,0.88,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.88,0.88608501468989,0.891861467681646,0.897345005662482,0.902550481900268,0.907491996476598,0.912182934479701,0.916636002260651,0.920863261851084,0.930863261851084,0.940863261851084,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","CPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.66,0.91,0.93,0.95,0.96,0.98,0.98,0.98,0.9,0.94,0.93,0.95,0.93,0.96,0.97,0.99,0.97,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","CUB",0,0,0,0,0,0,0,0,0.84,0.98,0.99,0.99,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.99,0.95,0.89,0.93,0.95,0.96,0.96,0.96,0.96,0.96,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.88,0.89,0.88,0.87,0.81,0.82,0.78,0.84,0.68,0.76,0.84,0.85,0.7,0.59,0.59,0.628830865947821,0.663984082748671,0.695807958453843,0.724617813057922,0.750699102778814,0.774310248438978,0.795685195972302,0.815035734426826,0.825035734426826,0.835035734426826,0.845035734426826,0.855035734426826,0.865035734426826,0.875035734426826,0.885035734426826,0.895035734426826,0.905035734426826,0.915035734426826,0.925035734426826,0.935035734426826,0.945035734426826,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.93,0.96,0.99,0.98,0.98,0.97,0.96,0.97,0.98,0.99,0.91,0.94,0.99,0.97,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","DZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.83,0.8,0.9,0.91,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.91,0.91,0.91,0.88,0.84,0.81,0.77,0.773923072641632,0.77777923007043,0.781569613648313,0.785295345269171,0.788957527690934,0.792557244861969,0.796095562241911,0.799573527117024,0.809573527117024,0.819573527117024,0.829573527117024,0.839573527117024,0.849573527117024,0.859573527117024,0.869573527117024,0.879573527117024,0.889573527117024,0.899573527117024,0.909573527117024,0.919573527117024,0.929573527117024,0.939573527117024,0.949573527117024,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.69,0.75,0.82,0.88,0.92,0.96,0.94,0.93,0.91,0.9,0.88,0.88,0.87,0.83,0.78,0.83,0.85,0.85,0.85,0.7,0.68,0.7,0.71620231114602,0.731529572670464,0.746029043994125,0.759745432164989,0.77272102970604,0.784995845018206,0.796607725740546,0.80759247544804,0.81759247544804,0.82759247544804,0.83759247544804,0.84759247544804,0.85759247544804,0.86759247544804,0.87759247544804,0.88759247544804,0.89759247544804,0.90759247544804,0.91759247544804,0.92759247544804,0.93759247544804,0.94759247544804,0.95759247544804,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"HepB","EGY",0,0,0,0,0,0,0,0,0,0.57,0.74,0.77,0.81,0.88,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.93,0.97,0.94,0.93,0.95,0.94,0.95,0.95,0.94,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.91,0.84,0.96,0.94,0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"HepB","ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.52,0.56,0.62,0.65,0.62,0.59,0.61,0.63,0.66,0.68,0.67,0.68,0.71,0.65,0.65,0.656446310216165,0.662773892102608,0.668984932401169,0.675081577578218,0.68106593456644,0.686940071492976,0.692706018394138,0.698365767916972,0.708365767916972,0.718365767916972,0.728365767916972,0.738365767916972,0.748365767916972,0.758365767916972,0.768365767916972,0.778365767916972,0.788365767916972,0.798365767916972,0.808365767916972,0.818365767916972,0.828365767916972,0.838365767916972,0.848365767916972,0.858365767916972,0.868365767916972,0.878365767916972,0.888365767916972,0.898365767916972,0.908365767916972,0.918365767916972,0.928365767916972,0.938365767916972,0.948365767916972,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","FJI",0,0,0,0,0,0,0,0,0.88,0.6,0.82,0.9,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.95,0.91,0.94,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","FSM",0,0,0,0,0.47,0.56,0.65,0.73,0.82,0.82,0.82,0.8,0.78,0.79,0.77,0.87,0.81,0.85,0.89,0.8,0.91,0.84,0.9,0.89,0.89,0.88,0.83,0.82,0.83,0.81,0.78,0.76,0.8,0.83,0.84,0.88,0.79,0.75,0.769704099157673,0.787855192220884,0.804575681533944,0.819978322129447,0.834166982094615,0.847237343008311,0.859277545172126,0.870368781986684,0.880368781986684,0.890368781986684,0.900368781986684,0.910368781986684,0.920368781986684,0.930368781986684,0.940368781986684,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.61,0.51,0.48,0.64,0.79,0.84,0.94,0.89,0.54,0.95,0.89,0.92,0.96,0.91,0.94,0.92,0.91,0.93,0.94,0.88,0.85,0.85,0.865571903353817,0.879527245547229,0.892033846141273,0.903242102897083,0.913286800379784,0.922288730806358,0.930356146628931,0.937586062321475,0.947586062321475,0.957586062321475,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"HepB","GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.84,0.84,0.94,0.93,0.94,0.94,0.91,0.92,0.9,0.98,0.88,0.93,0.99,0.97,0.97,0.94,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.57,0.64,0.63,0.57,0.5,0.44,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.484014274152185,0.497657982493027,0.510940923533601,0.523872636692497,0.53646240914674,0.548719282501572,0.56065205928387,0.572269309263859,0.582269309263859,0.592269309263859,0.602269309263859,0.612269309263859,0.622269309263859,0.632269309263859,0.642269309263859,0.652269309263859,0.662269309263859,0.672269309263859,0.682269309263859,0.692269309263859,0.702269309263859,0.712269309263859,0.722269309263859,0.732269309263859,0.742269309263859,0.752269309263859,0.762269309263859,0.772269309263859,0.782269309263859,0.792269309263859,0.802269309263859,0.812269309263859,0.822269309263859,0.832269309263859,0.842269309263859,0.852269309263859,0.862269309263859,0.872269309263859,0.882269309263859,0.892269309263859,0.902269309263859,0.912269309263859,0.922269309263859,0.932269309263859,0.942269309263859,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","GMB",0,0,0,0,0,0,0.78,0,0.56,0.57,0.87,0.88,0.94,0.92,0.93,0.91,0.91,0.92,0.94,0.95,0.95,0.95,0.97,0.98,0.97,0.97,0.96,0.98,0.97,0.96,0.97,0.95,0.92,0.93,0.88,0.85,0.82,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
"HepB","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0.89,0.87,0.87,0.86,0.86,0.85,0.79,0.82,0.78,0.74,0.67,0.74,0.748050864219536,0.755852434536451,0.763412430302133,0.770738331839316,0.77783738784357,0.784716622555604,0.791382842711481,0.797842644277617,0.807842644277617,0.817842644277617,0.827842644277617,0.837842644277617,0.847842644277617,0.857842644277617,0.867842644277617,0.877842644277617,0.887842644277617,0.897842644277617,0.907842644277617,0.917842644277617,0.927842644277617,0.937842644277617,0.947842644277617,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.98,0.97,0.83,0.99,0.91,0.96,0.99,0.99,0.97,0.94,0.97,0.97,0.97,0.92,0.96,0.96,0.95,0.94,0.72,0.77,0.77,0.777748130269527,0.785235245223082,0.792470137820102,0.799461304807001,0.806216956695854,0.812745027406924,0.819053183586349,0.825148833609954,0.835148833609954,0.845148833609954,0.855148833609954,0.865148833609954,0.875148833609954,0.885148833609954,0.895148833609954,0.905148833609954,0.915148833609954,0.925148833609954,0.935148833609954,0.945148833609954,0.955148833609954,0.965148833609954,0.975148833609954,0.985148833609954,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.89,0.85,0.95,0.92,0.94,0.88,0.96,0.96,0.74,0.7,0.83,0.91,0.85,0.85,0.83,0.79,0.79,0.791122566594779,0.792239132447846,0.793349729636495,0.794454390066553,0.795553145473291,0.796646027422335,0.79773306731058,0.798814296367083,0.808814296367083,0.818814296367083,0.828814296367083,0.838814296367083,0.848814296367083,0.858814296367083,0.868814296367083,0.878814296367083,0.888814296367083,0.898814296367083,0.908814296367083,0.918814296367083,0.928814296367083,0.938814296367083,0.948814296367083,0.958814296367083,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"HepB","GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.91,0.9,0.91,0.93,0.93,0.94,0.93,0.98,0.95,0.93,0.97,0.98,0.98,0.95,0.97,0.97,0.95,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.95,0.94,0.91,0.93,0.97,0.94,0.93,0.92,0.97,0.97,0.97,0.98,0.99,0.99,0.98,0.95,0.9,0.91,0.88,0.8,0.77,0.78,0.79060893817454,0.800706287398211,0.810316717741697,0.819463709624525,0.828169611182953,0.83645569287144,0.844342199431098,0.8518483993521,0.8618483993521,0.8718483993521,0.8818483993521,0.8918483993521,0.9018483993521,0.9118483993521,0.9218483993521,0.9318483993521,0.9418483993521,0.9518483993521,0.9618483993521,0.9718483993521,0.9818483993521,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.63,0.64,0.64,0.64,0.64,0.51,0.51,0.51,0.51,0.518908460349982,0.5276549601575,0.536242443951271,0.544673802726913,0.552951874920209,0.561079447362673,0.569059256219738,0.576893987911897,0.586893987911897,0.596893987911897,0.606893987911897,0.616893987911897,0.626893987911897,0.636893987911897,0.646893987911897,0.656893987911897,0.666893987911897,0.676893987911897,0.686893987911897,0.696893987911897,0.706893987911897,0.716893987911897,0.726893987911897,0.736893987911897,0.746893987911897,0.756893987911897,0.766893987911897,0.776893987911897,0.786893987911897,0.796893987911897,0.806893987911897,0.816893987911897,0.826893987911897,0.836893987911897,0.846893987911897,0.856893987911897,0.866893987911897,0.876893987911897,0.886893987911897,0.896893987911897,0.906893987911897,0.916893987911897,0.926893987911897,0.936893987911897,0.946893987911897,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","IDN",0,0,0,0,0,0,0,0.28,0.43,0.42,0.5,0.62,0.65,0.76,0.77,0.65,0.62,0.63,0.64,0.64,0.65,0.66,0.76,0.82,0.82,0.83,0.81,0.86,0.92,0.88,0.84,0.84,0.85,0.85,0.85,0.77,0.67,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.06,0.06,0.29,0.37,0.38,0.44,0.73,0.7,0.79,0.87,0.88,0.89,0.9,0.91,0.85,0.85,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
"HepB","IRN",0,0,0,0,0,0,0,0,0,0.62,0.59,0.84,0.93,0.94,0.95,0.99,0.94,0.99,0.98,0.95,0.94,0.98,0.97,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"HepB","IRQ",0,0,0,0,0,0,0,0,0,0.4,0.57,0.22,0.65,0.03,0.52,0.67,0.66,0.65,0.63,0.62,0.65,0.59,0.56,0.66,0.75,0.72,0.78,0.65,0.68,0.69,0.68,0.71,0.81,0.86,0.84,0.74,0.78,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
