"country_code_numeric","country_code","country","year","0-0M","0-0F","1-4M","1-4F","5-9M","5-9F","10-19M","10-19F","20-29M","20-29F","30-39M","30-39F","40-49M","40-49F","50-59M","50-59F","60-69M","60-69F","70-79M","70-79F","80-89M","80-89F","90+M","90+F"
132,"CPV","Cabo Verde",1990,0.0780360388466392,0.065643092978833,0.0954731622764084,0.0825053089507379,0.100235086396006,0.0852600988421501,0.109941345459016,0.0890545762832384,0.11721322967925,0.0883043819847078,0.121632373012678,0.0855438754753527,0.124160564698014,0.0818748649097807,0.122881242740446,0.0793284692198957,0.122237861960648,0.0794685894855176,0.120769053475251,0.0789592414959729,0.117690341877191,0.0767934734826429,0.111009009772055,0.0712880475426198
140,"CAF","Central African Republic",1990,0.0637918034136779,0.0566541012343811,0.0935215631868411,0.0764363422000471,0.078808968070318,0.0609511993855831,0.0964088826630206,0.0717139241489256,0.109932784197983,0.078662724663649,0.118483932985192,0.0822028298651342,0.124511676012786,0.0842800947095522,0.12907837710508,0.0857646161998685,0.134019165551089,0.0881868325417682,0.137536099229371,0.0903471938121419,0.13870458364392,0.0915731705555328,0.136703051906773,0.0913142975811911
144,"LKA","Sri Lanka",1990,0.0179160791614667,0.0113706567589441,0.0277265906956205,0.0179758560074058,0.0265038662777046,0.0169382893989962,0.0301331882028937,0.0182475532435919,0.0329527414865905,0.0184005631169916,0.0347200287080075,0.0180518008273669,0.0352426999358978,0.0175276022957228,0.0332662789353999,0.0171829390681838,0.0316943498416172,0.0174985055683456,0.0293738788052923,0.0174093356525774,0.0254663576099511,0.0162021411067659,0.0180510983562686,0.0124862149942229
148,"TCD","Chad",1990,0.220705745651169,0.148637764231633,0.251639337629807,0.169481819885203,0.262167658262248,0.1780519208329,0.272375137037631,0.18784480177342,0.274868168607079,0.19257559774511,0.272075318407826,0.192565508981188,0.266887619916989,0.18997503448221,0.263280688515786,0.188659039199571,0.261344825227292,0.191527934999986,0.255973324347971,0.191526887130371,0.245921873495834,0.186479687752026,0.22891319772381,0.173780242841061
156,"CHN","China",1990,0.07643434647655,0.0585363846918178,0.0937884172240316,0.0708367233594365,0.0964181261455106,0.0718083614654209,0.10384880445939,0.0763207247305141,0.107851051187475,0.0777005701967333,0.111082627120906,0.0775871342738345,0.115510660038803,0.0784445559841268,0.114538782651365,0.0785211215625605,0.113577918675362,0.0795326918712148,0.111408762147847,0.080476631864203,0.107154119384171,0.0794235104200715,0.0997951908556222,0.0764502108634909
170,"COL","Colombia",1990,0.00640688834723999,0.0108262856808576,0.0120747504530936,0.021419296437625,0.0100383130329605,0.018207671471069,0.0119070793238586,0.0218766245781037,0.0128933402168044,0.0237149254360722,0.0132447693769449,0.0241924535599943,0.0133387897727215,0.0241033754567995,0.0135148116229112,0.0242385211777628,0.0139936286888013,0.0249453747191145,0.0144388491685177,0.0257403772577348,0.0147173364926584,0.0263990566076097,0.0147984053640482,0.0268234909857896
174,"COM","Comoros",1990,0.0475969980046987,0.0413077278685697,0.0688903224256537,0.0631808992974419,0.0631617062150436,0.0582449204898809,0.0733901626375327,0.0661589781589862,0.0805865346660945,0.0700278253507241,0.0839678592987347,0.0707556215734246,0.0847235655465843,0.0696485700947555,0.0838249403504524,0.0675909431955514,0.0844157960507451,0.0676063579750207,0.0842260494973098,0.0673412433406042,0.082349359761106,0.0659541466775048,0.0772815859943564,0.0626389015878479
178,"COG","Congo",1990,0.0814457743611368,0.0834523484230479,0.105771668268532,0.114598050614364,0.109015670764171,0.120153760479397,0.117111715683115,0.128333599192714,0.11874284992564,0.128230145919674,0.116881308292015,0.124320141416111,0.113338863052483,0.118815066003053,0.10958199255219,0.113802255535201,0.108458841093786,0.113321895002359,0.106467019094113,0.113826246770832,0.102212953055142,0.113814503326755,0.0938321953453742,0.111642582259094
180,"COD","Congo, the Democratic Republic of the",1990,0.116880910739616,0.0978097603291489,0.150716227422685,0.127930277354633,0.145501399400037,0.121840548259648,0.162446537964601,0.129518676535588,0.175624455752526,0.130516889645961,0.183915140108804,0.12835946419914,0.188679182436012,0.124998460999307,0.189654941493176,0.122027211011566,0.189864268218373,0.121785345181743,0.184182946603274,0.1206496146679,0.171242651473308,0.116961810711575,0.146067639898682,0.107342673644985
192,"CUB","Cuba",1990,0.00429431272788843,0.00911239409150692,0.00959267877243995,0.0151580524620147,0.00895029442034531,0.0127032895406138,0.0110837469264133,0.0143549432672617,0.012382390317948,0.0147438029172605,0.0131162467464619,0.0145236055017684,0.0133529791990314,0.0139781629720059,0.012994055044679,0.0133041796640238,0.0122480457190573,0.0127391346714379,0.0107805968766762,0.0120490222011548,0.00888041609849067,0.0112150935300396,0.00689612973303582,0.010202848857801
204,"BEN","Benin",1990,0.122651391242365,0.0874590673084371,0.141449124545321,0.101825127922021,0.148518777300762,0.1078794410821,0.155954354846794,0.113709922307436,0.159665892340448,0.115626386910581,0.160577687564975,0.114685053574593,0.160166214047874,0.112381172828143,0.159806729487254,0.111001814127093,0.160151839515805,0.112165650487204,0.158066983414673,0.111607168385712,0.152596624988904,0.107800044910788,0.14128484779465,0.0983632949224268
212,"DMA","Dominica",1990,0.00539822159695972,0.0125229366163027,0.0119753998391589,0.0218239663980561,0.0108367711543516,0.0175446703987559,0.0140702823020146,0.0201793373267949,0.0166483610344416,0.0212976293092477,0.0183195939442886,0.0214143435280227,0.0191850096527425,0.0209191273197538,0.0189514922914137,0.0202185575443969,0.0181215938232929,0.0197948337221861,0.0165271284209518,0.0189317667022737,0.0143090890153447,0.0174671441055757,0.011033113740642,0.0151615927949866
